id_cliente,edad,departamento,plan,tipo_contrato,meses_antiguedad,cargo_mensual_soles,gb_datos_mes,minutos_llamadas_mes,lineas_adicionales,tickets_soporte_6m,caidas_servicio_mes,dias_ultimo_pago_vencido,factura_electronica,churn
CL105056,34.0,La Libertad,Postpago Básico,Mensual,44,50.23,2.0,200,0,1,0,3,0,0
CL105855,34.0,Lima,Postpago Plus,Mensual,33,63.3,27.5,510,0,0,0,0,1,0
CL100793,34.0,Lima,Prepago,Mensual,19,31.15,12.8,300,0,1,2,23,1,0
CL101742,29.0,Junín,Prepago,Mensual,45,26.38,18.9,386,0,0,3,3,1,0
CL102002,65.0,Lima,Postpago Premium,Mensual,17,77.29,21.0,805,0,0,2,13,1,0
CL103792,46.0,Áncash,Prepago,Mensual,49,24.93,2.0,357,0,1,0,2,1,0
CL104831,51.0,Piura,Prepago,Mensual,2,27.62,13.1,151,0,1,0,6,1,0
CL105412,36.0,Arequipa,Prepago,Mensual,4,21.15,9.4,372,1,0,2,1,1,0
CL103177,37.0,Cusco,Prepago,Mensual,30,17.88,19.6,600,0,0,0,1,1,0
CL103440,33.0,Lima,Prepago,Mensual,9,24.59,9.8,259,1,0,0,1,0,0
CL104878,33.0,La Libertad,Postpago Básico,Mensual,2,49.8,1.6,366,0,0,5,0,0,1
CL104338,40.0,Lima,Postpago Básico,Mensual,18,49.02,9.3,214,0,1,0,10,1,0
CL101006,49.0,Áncash,Postpago Premium,18 meses,71,99.64,10.3,477,0,1,2,5,0,0
CL101145,23.0,Lima,Prepago,Mensual,9,28.37,8.3,188,1,0,1,3,1,0
CL103832,18.0,Lima,Postpago Básico,18 meses,21,47.64,19.0,223,0,1,3,10,1,1
CL102210,42.0,Lima,Postpago Premium,Mensual,28,86.28,10.0,555,1,0,2,6,1,0
CL105432,59.0,Lima,Postpago Básico,Anual,3,45.73,7.9,256,0,0,2,6,1,0
CL102475,43.0,Lima,Prepago,Mensual,8,24.49,8.6,483,1,3,1,8,1,1
CL104403,58.0,Lima,Prepago,Mensual,2,29.12,7.8,443,1,0,2,4,0,0
CL100379,33.0,Lima,Postpago Plus,Mensual,16,62.33,27.2,414,1,1,2,11,1,0
CL102101,18.0,Piura,Prepago,Mensual,1,26.93,6.5,291,0,0,1,3,0,1
CL102283,37.0,Lambayeque,Postpago Plus,Mensual,5,74.25,16.6,631,0,1,0,1,1,0
CL102793,20.0,Cusco,Postpago Premium,Anual,73,135.79,15.6,698,0,3,2,0,0,1
CL107179,45.0,Lima,Prepago,Mensual,17,22.44,8.3,172,3,1,1,2,1,0
CL100307,,La Libertad,Postpago Básico,Mensual,1,43.48,9.2,358,3,1,1,5,0,0
CL106172,42.0,Cusco,Postpago Básico,Anual,18,44.74,32.1,246,0,0,0,2,1,0
CL103676,31.0,Lima,Prepago,Mensual,2,23.57,3.2,346,1,0,1,2,0,0
CL103723,26.0,Lima,Postpago Básico,18 meses,43,46.06,3.1,362,0,1,1,3,1,0
CL101112,52.0,Lambayeque,Postpago Básico,Mensual,76,49.35,21.6,471,3,1,2,2,0,0
CL101402,22.0,Arequipa,Postpago Premium,18 meses,8,91.37,18.1,762,1,0,0,0,1,0
CL101097,53.0,Junín,Postpago Plus,Mensual,10,88.53,13.3,191,0,0,0,4,1,0
CL102284,47.0,Cusco,Prepago,Mensual,13,25.86,4.4,340,2,1,1,3,1,0
CL105417,22.0,Piura,Postpago Premium,18 meses,36,91.3,19.4,319,0,1,0,3,1,0
CL100753,30.0,Cusco,Postpago Básico,Anual,17,38.44,30.5,283,2,4,0,4,1,1
CL105829,34.0,Lima,Postpago Plus,18 meses,29,65.68,8.4,329,0,0,2,8,0,0
CL105407,28.0,Lima,Prepago,Mensual,2,22.75,3.6,252,0,1,3,0,0,1
CL100037,39.0,Lima,Postpago Básico,Mensual,96,35.63,8.9,272,0,2,3,10,0,0
CL105165,43.0,Lima,Postpago Plus,Anual,18,69.29,59.7,349,0,0,2,9,1,0
CL102312,44.0,Lima,Postpago Básico,Mensual,5,39.45,10.1,304,3,1,1,0,1,0
CL101504,33.0,Junín,Postpago Plus,Anual,5,67.74,52.5,456,1,0,1,8,1,1
CL105713,18.0,Lima,Postpago Plus,Mensual,55,69.83,28.0,467,1,1,1,4,1,0
CL107105,23.0,Arequipa,Prepago,Mensual,6,26.8,0.6,284,0,1,4,11,1,1
CL102143,45.0,Áncash,Postpago Plus,Anual,2,78.13,4.5,448,0,0,0,0,1,0
CL107368,50.0,Lima,Postpago Premium,Mensual,8,116.65,45.5,535,0,1,1,1,1,1
CL100186,44.0,Lima,Prepago,Mensual,17,28.85,19.1,457,0,0,0,2,1,0
CL105452,41.0,La Libertad,Postpago Plus,Mensual,3,71.32,8.9,482,0,1,0,0,0,1
CL105745,48.0,Junín,Prepago,Mensual,17,23.33,7.3,208,0,1,1,0,1,0
CL103175,48.0,La Libertad,Prepago,Mensual,13,30.51,10.5,235,0,0,1,0,1,0
CL104297,44.0,Lambayeque,Postpago Básico,Mensual,25,54.68,5.1,371,2,2,2,0,1,0
CL104289,53.0,Cusco,Postpago Básico,18 meses,80,59.54,9.5,423,0,0,0,1,0,0
CL102081,48.0,Junín,Prepago,Mensual,40,30.78,10.8,125,1,1,0,8,1,0
CL105219,44.0,La Libertad,Prepago,Mensual,15,22.57,3.4,402,3,0,1,0,0,0
CL102746,44.0,Lima,Prepago,Mensual,8,23.66,2.9,362,0,0,0,1,0,0
CL102444,36.0,Arequipa,Postpago Básico,Mensual,59,34.22,27.3,165,0,1,2,0,0,0
CL102883,45.0,Lima,Prepago,Mensual,96,28.69,5.0,39,0,0,2,17,0,0
CL107466,47.0,Cusco,Prepago,Mensual,41,28.72,5.1,278,1,2,0,6,0,0
CL101764,37.0,Lambayeque,Prepago,Mensual,8,24.8,5.3,128,1,2,2,2,1,0
CL104077,52.0,La Libertad,Postpago Básico,Mensual,31,45.41,12.2,429,0,2,2,9,1,0
CL105545,45.0,Lambayeque,Prepago,Mensual,9,21.38,,340,1,1,0,1,1,0
CL103601,33.0,Lima,Prepago,Mensual,21,29.81,7.1,252,0,2,2,0,1,0
CL105426,,Piura,Postpago Premium,Anual,44,105.58,5.1,483,0,0,0,2,1,0
CL102552,34.0,Lima,Postpago Básico,Anual,2,46.32,11.8,306,2,2,1,5,1,0
CL106618,29.0,Lima,Prepago,Mensual,74,20.95,7.4,272,1,2,2,0,0,0
CL102146,,Cusco,Prepago,Mensual,31,15.65,11.5,117,3,2,2,16,1,0
CL104392,51.0,Junín,Postpago Básico,Anual,41,43.99,10.0,277,3,1,3,10,1,0
CL101594,63.0,Lima,Postpago Plus,18 meses,27,62.11,42.1,224,3,1,0,12,1,0
CL106091,35.0,Lima,Prepago,Mensual,22,21.95,5.0,384,0,0,0,7,1,0
CL104767,48.0,Cusco,Postpago Básico,18 meses,22,38.79,30.6,486,1,1,2,9,1,0
CL104743,36.0,Lima,Prepago,Mensual,13,24.73,8.1,241,0,3,1,4,0,1
CL103374,41.0,Lima,Postpago Básico,Anual,26,41.91,11.4,424,0,1,0,6,1,0
CL102318,41.0,Arequipa,Postpago Básico,Anual,28,50.99,20.0,553,0,1,0,1,0,0
CL101346,18.0,Lima,Postpago Básico,Anual,57,38.74,6.1,342,1,1,1,1,1,0
CL107277,41.0,Lima,Postpago Básico,Mensual,26,53.92,4.6,658,3,1,1,3,1,0
CL102319,55.0,Junín,Postpago Premium,18 meses,19,115.41,17.0,437,0,2,1,10,1,0
CL102753,56.0,Piura,Prepago,Mensual,31,29.17,7.6,151,3,1,4,4,1,0
CL107279,18.0,Arequipa,Postpago Plus,Anual,16,68.1,29.1,346,0,1,0,0,0,0
CL101754,38.0,Lima,Prepago,Mensual,76,22.09,11.3,232,0,1,0,1,0,0
CL105298,34.0,Lima,Prepago,Mensual,54,20.18,4.8,245,3,0,2,3,1,0
CL105556,34.0,Lima,Prepago,Mensual,11,21.54,10.3,378,0,1,2,3,1,1
CL101516,38.0,Lima,Prepago,Mensual,10,26.41,21.9,302,1,2,1,11,0,0
CL105078,42.0,Lima,Prepago,Mensual,7,24.84,14.7,150,1,1,1,13,1,0
CL106006,28.0,Cusco,Postpago Básico,Mensual,9,52.62,11.4,460,1,2,1,2,1,0
CL105308,18.0,Lima,Prepago,Mensual,6,24.07,19.3,285,0,1,0,0,1,0
CL100606,18.0,Cusco,Postpago Plus,Mensual,28,52.37,6.2,411,1,4,1,6,1,0
CL104280,42.0,Lima,Prepago,Mensual,22,28.81,6.7,476,0,1,3,1,1,1
CL100472,35.0,Lambayeque,Prepago,Mensual,30,19.65,10.2,406,1,0,0,3,1,0
CL105171,26.0,Lima,Postpago Básico,Mensual,12,53.81,23.8,130,3,1,2,0,1,0
CL105185,41.0,Lima,Postpago Plus,Mensual,24,59.45,28.4,419,0,1,0,4,0,0
CL105382,26.0,Lima,Postpago Plus,Mensual,2,71.18,34.0,262,0,0,0,0,1,0
CL105005,44.0,La Libertad,Postpago Básico,Anual,19,46.2,2.0,555,3,1,1,1,0,0
CL104967,25.0,Junín,Prepago,Mensual,12,24.23,4.4,243,0,4,1,1,0,0
CL107035,18.0,Piura,Postpago Básico,Anual,14,48.09,27.8,361,2,0,1,0,1,0
CL103558,33.0,Lima,Postpago Básico,Anual,43,48.51,25.6,274,0,0,0,9,1,0
CL106056,48.0,Lambayeque,Prepago,Mensual,61,24.84,13.5,508,0,0,1,6,1,0
CL100145,18.0,Cusco,Prepago,Mensual,25,25.33,5.5,458,1,0,0,1,1,0
CL102392,22.0,Arequipa,Prepago,Mensual,25,30.07,3.1,279,1,1,2,0,1,0
CL105953,25.0,Arequipa,Prepago,Mensual,9,27.36,1.9,345,0,4,0,2,0,0
CL104473,41.0,Lima,Prepago,Mensual,3,25.14,21.0,329,0,1,0,5,1,0
CL102488,18.0,Arequipa,Prepago,Mensual,38,23.9,3.4,250,0,2,1,0,1,0
CL105639,69.0,Lima,Postpago Básico,Anual,4,53.74,15.1,506,0,0,0,5,1,0
CL105770,36.0,Arequipa,Postpago Plus,Mensual,78,80.04,,336,0,1,0,2,0,0
CL102019,29.0,Cusco,Prepago,Mensual,1,19.74,8.9,122,3,1,4,0,1,0
CL101058,30.0,Lambayeque,Postpago Básico,Anual,32,42.13,10.6,549,0,0,2,2,1,0
CL104161,,Lima,Prepago,Mensual,17,28.2,5.6,294,1,0,1,5,0,1
CL104016,38.0,Junín,Prepago,Mensual,13,26.46,31.4,250,0,1,0,0,1,0
CL102133,51.0,Lima,Postpago Premium,Anual,20,126.56,41.0,511,0,1,1,2,1,0
CL104620,18.0,Lima,Prepago,Mensual,35,23.34,17.1,105,2,0,1,19,1,0
CL103066,39.0,Lima,Postpago Básico,Anual,11,39.06,22.0,251,1,1,1,7,1,1
CL100545,46.0,Áncash,Postpago Básico,Mensual,8,48.64,8.2,601,0,0,1,6,1,0
CL106609,45.0,Junín,Prepago,Mensual,40,35.94,5.9,195,0,1,1,2,1,0
CL103047,28.0,Áncash,Postpago Básico,Anual,50,47.6,7.5,375,0,1,3,0,1,0
CL104610,19.0,La Libertad,Postpago Plus,18 meses,2,60.97,9.8,739,0,1,3,6,1,0
CL100291,28.0,Piura,Prepago,Mensual,34,21.08,9.9,498,0,1,2,7,1,1
CL102999,30.0,Lima,Prepago,Mensual,19,21.01,5.2,168,1,1,1,0,1,0
CL106459,,Lima,Postpago Plus,Anual,33,70.46,17.9,466,2,2,0,0,1,0
CL107283,35.0,Lima,Prepago,Mensual,9,24.92,8.8,243,0,2,3,1,0,1
CL104817,20.0,Junín,Postpago Básico,18 meses,18,48.22,36.1,208,2,1,1,0,0,0
CL106739,30.0,Lima,Prepago,Mensual,6,31.76,3.0,280,0,0,0,2,1,0
CL100500,26.0,Lima,Postpago Plus,18 meses,7,78.61,11.4,484,1,1,0,3,1,0
CL104232,54.0,Lima,Postpago Plus,Mensual,37,64.68,59.1,132,0,0,0,7,1,0
CL102524,24.0,Lima,Postpago Premium,Anual,33,108.58,17.5,776,0,0,1,2,1,0
CL106370,38.0,Áncash,Postpago Plus,Anual,10,85.87,10.4,622,0,0,1,2,1,0
CL105878,51.0,Áncash,Postpago Plus,Anual,15,77.51,53.2,592,0,0,0,3,1,0
CL105177,70.0,Arequipa,Prepago,Mensual,4,27.54,2.0,321,2,0,1,1,1,0
CL107001,53.0,Lima,Postpago Premium,Mensual,41,113.74,53.1,439,1,0,0,4,0,0
CL100946,49.0,Junín,Postpago Plus,Mensual,56,56.69,14.9,562,1,0,0,0,1,0
CL104955,33.0,Piura,Prepago,Mensual,33,23.77,13.4,288,0,0,3,4,1,0
CL105491,36.0,Lambayeque,Postpago Básico,Anual,23,34.34,30.6,291,2,1,1,10,0,0
CL102641,23.0,Lima,Postpago Plus,Mensual,26,82.29,21.6,300,1,0,1,0,1,0
CL105959,33.0,Cusco,Prepago,Mensual,19,27.04,7.9,397,1,0,1,4,0,0
CL107245,83.0,Áncash,Postpago Premium,Mensual,10,107.9,23.8,383,0,0,1,8,1,0
CL105007,50.0,Piura,Postpago Básico,18 meses,59,47.61,22.6,695,0,0,0,0,1,0
CL100179,26.0,Áncash,Postpago Plus,Anual,13,68.62,12.2,483,2,1,2,6,1,0
CL105673,56.0,Lima,Postpago Básico,Mensual,9,46.67,18.8,288,1,1,1,0,1,0
CL103150,44.0,Arequipa,Prepago,Mensual,35,29.98,10.0,334,1,0,0,4,0,0
CL105590,50.0,Lima,Postpago Básico,Anual,6,41.95,8.3,237,0,0,2,1,1,0
CL107175,18.0,Lima,Prepago,Mensual,32,25.95,14.4,294,1,3,1,1,0,1
CL100202,50.0,Junín,Postpago Básico,Mensual,9,51.8,26.3,513,1,1,0,4,1,0
CL101946,45.0,Piura,Prepago,Mensual,7,23.99,3.3,244,2,0,3,2,0,0
CL104679,43.0,Lima,Postpago Plus,Anual,25,54.55,34.0,457,1,0,2,3,1,0
CL101796,41.0,Lima,Postpago Básico,Mensual,59,42.68,10.6,440,0,1,2,0,0,0
CL105237,32.0,Lima,Prepago,Mensual,5,22.88,16.2,392,1,0,4,4,1,0
CL104165,47.0,Cusco,Prepago,Mensual,4,28.05,17.4,446,2,1,2,2,1,0
CL101636,40.0,La Libertad,Postpago Básico,Anual,4,38.44,,402,2,0,1,19,0,0
CL102871,35.0,Arequipa,Postpago Básico,Anual,2,47.04,17.2,399,2,3,2,3,0,0
CL103845,35.0,Lima,Postpago Básico,Mensual,24,35.33,12.4,382,0,2,1,2,0,0
CL105013,68.0,Arequipa,Postpago Plus,Anual,1,78.26,1.7,598,1,1,1,13,1,0
CL105837,38.0,Lima,Postpago Básico,18 meses,6,30.63,20.0,397,2,1,3,0,1,1
CL106602,18.0,Lima,Prepago,Mensual,72,30.27,5.7,280,2,0,1,1,1,0
CL100577,48.0,Lima,Postpago Básico,Mensual,38,54.99,15.6,273,1,2,0,5,0,0
CL103305,39.0,Lima,Prepago,Mensual,16,20.14,8.7,416,0,1,4,2,0,0
CL100081,20.0,Cusco,Postpago Básico,Anual,55,38.32,5.2,425,0,1,0,3,1,0
CL102948,31.0,Cusco,Postpago Premium,Mensual,1,98.93,16.3,387,1,1,1,1,0,0
CL106656,34.0,La Libertad,Postpago Básico,18 meses,64,33.79,15.3,450,1,2,0,12,0,0
CL103659,62.0,Arequipa,Prepago,Mensual,12,25.68,14.7,191,3,0,1,2,0,0
CL100288,69.0,Junín,Postpago Básico,Mensual,25,46.58,,448,0,2,0,1,1,0
CL104414,36.0,Lima,Prepago,Mensual,3,29.1,15.8,222,0,1,2,1,1,0
CL107190,18.0,Lima,Postpago Básico,Anual,5,43.13,10.0,279,2,1,1,0,1,0
CL104271,58.0,Arequipa,Postpago Básico,Mensual,8,48.42,10.1,440,0,1,0,4,1,1
CL107106,42.0,Piura,Postpago Básico,Anual,27,38.04,13.6,313,1,3,0,0,0,0
CL101022,75.0,La Libertad,Postpago Premium,Anual,13,94.15,15.4,459,1,0,0,4,0,0
CL105840,41.0,Áncash,Prepago,Mensual,10,26.04,1.8,362,0,0,3,3,1,0
CL105890,27.0,Áncash,Postpago Premium,18 meses,6,120.72,45.9,420,2,1,0,6,1,0
CL103584,41.0,Lima,Postpago Premium,Anual,4,95.93,19.3,519,0,2,1,4,0,0
CL104717,43.0,Lima,Postpago Básico,Mensual,62,54.33,17.5,365,1,0,0,3,1,1
CL102610,33.0,Lima,Postpago Plus,Mensual,19,53.17,10.3,521,0,0,0,9,0,0
CL101829,39.0,Lima,Postpago Básico,Anual,46,44.72,42.7,393,0,1,4,2,1,0
CL102624,22.0,Lima,Postpago Básico,Anual,1,47.3,7.3,345,0,2,1,0,1,0
CL102667,56.0,Arequipa,Prepago,Mensual,21,23.91,16.0,117,0,0,0,1,1,0
CL103542,44.0,Arequipa,Postpago Plus,18 meses,6,74.85,37.2,540,0,1,1,2,1,0
CL100426,43.0,Áncash,Prepago,Mensual,13,21.39,7.9,331,0,0,0,1,1,0
CL106098,25.0,Lima,Postpago Básico,18 meses,19,43.65,9.2,350,1,0,2,2,1,0
CL104154,38.0,Áncash,Postpago Básico,18 meses,1,39.07,16.2,303,0,0,2,0,0,0
CL103301,,Lima,Prepago,Mensual,19,23.8,9.7,329,3,0,1,0,0,0
CL100273,40.0,La Libertad,Postpago Básico,Mensual,33,53.82,12.2,574,1,1,3,10,1,1
CL104834,52.0,Cusco,Prepago,Mensual,35,30.19,7.7,347,1,0,1,5,1,0
CL102803,41.0,La Libertad,Postpago Básico,Mensual,1,39.81,12.9,466,3,0,2,5,1,0
CL106522,55.0,Lima,Prepago,Mensual,22,25.76,7.8,355,2,2,1,6,1,0
CL106621,32.0,Lambayeque,Prepago,Mensual,9,24.74,16.8,345,0,2,2,4,0,0
CL101837,33.0,Lima,Postpago Básico,Mensual,21,48.35,12.7,278,0,1,1,2,1,0
CL103892,34.0,Lima,Postpago Básico,Mensual,12,31.62,42.4,391,2,0,2,0,1,0
CL104882,56.0,Lima,Postpago Básico,Anual,8,54.29,32.2,342,0,0,0,8,1,0
CL104329,39.0,Lima,Postpago Premium,Anual,1,84.98,12.3,497,1,1,1,0,0,0
CL104250,18.0,Lima,Prepago,Mensual,6,22.25,11.7,301,1,1,1,1,0,0
CL102051,49.0,Lima,Prepago,Mensual,50,25.03,8.0,300,0,0,3,1,1,0
CL100649,49.0,Lima,Prepago,Mensual,18,22.61,10.0,249,2,1,0,0,1,0
CL100942,42.0,Cusco,Prepago,Mensual,27,31.93,13.1,409,1,0,1,4,1,0
CL100003,29.0,Áncash,Postpago Plus,Mensual,26,59.66,15.1,371,0,0,1,1,1,0
CL106237,37.0,Lambayeque,Postpago Básico,Mensual,14,38.69,2.7,154,0,0,0,2,1,0
CL100130,38.0,Áncash,Prepago,Mensual,1,28.48,4.0,484,0,0,1,2,1,0
CL101783,57.0,Arequipa,Prepago,Mensual,24,25.94,13.3,337,0,0,0,0,1,0
CL106369,26.0,Arequipa,Postpago Plus,Mensual,6,67.52,11.2,380,0,1,2,2,1,0
CL107470,32.0,Lima,Prepago,Mensual,33,21.04,7.6,313,0,2,1,2,1,0
CL104785,42.0,La Libertad,Postpago Plus,Anual,3,71.38,24.7,600,0,1,1,1,1,0
CL100489,31.0,Arequipa,Postpago Básico,Mensual,15,37.13,24.0,268,3,1,2,1,1,1
CL101539,34.0,La Libertad,Postpago Básico,18 meses,5,40.36,15.1,269,0,0,3,9,0,0
CL104214,22.0,Lima,Postpago Básico,Mensual,9,42.23,28.0,365,0,1,4,1,1,1
CL103603,22.0,Lambayeque,Prepago,Mensual,12,21.44,5.1,462,2,1,2,1,1,0
CL104157,31.0,Lima,Prepago,Mensual,9,21.82,7.0,306,2,2,1,3,1,1
CL102478,48.0,Arequipa,Prepago,Mensual,19,30.34,1.7,418,0,0,5,4,0,1
CL105895,48.0,Áncash,Postpago Plus,Mensual,3,69.0,8.7,483,1,0,0,0,0,0
CL105768,30.0,Junín,Prepago,Mensual,14,18.94,25.0,351,1,0,1,0,1,0
CL101901,27.0,Lima,Prepago,Mensual,64,19.12,4.0,109,1,2,0,12,1,0
CL100194,42.0,Piura,Prepago,Mensual,4,27.94,6.0,514,0,1,1,0,0,0
